ticker,sector,exchange,volume of listed
HIC,,OTC,0
Hidico,,OTC,0
HienLongAudit,,Khác,0
HiepPhuoc,,Khác,0
HiepThanh,,OTC,1260000
HimLam,,OTC,0
HIS,,OTC,0
HIZ,Phát triển và quản lý bất động sản,OTC,7500000
HKC,Hàng tiêu dùng và trang trí,OTC,2400000
HKP,Nguyên vật liệu,OTC,4000000
HLE,Tư liệu sản xuất,OTC,2200000
HLG,"Thực phẩm, đồ uống và thuốc lá",OTC,44375385
HLR,Vận tải,OTC,1650000
HN184,,OTC,0
HNC,,OTC,0
HNE,Phân phối và bán lẻ hàng lâu bền,OTC,192600000
HNInvest,,OTC,0
HNT,Vận tải,OTC,5500000
HNX,,Khác,0
HoaBinh,,OTC,10000000
HoaChat,,OTC,1900000
HoaChatCanTho,,OTC,0
Hoachatmiennam,,OTC,0
HoaChatViSinh,,OTC,0
HoaDuocVN,,OTC,0
HoaMinhDuc,,OTC,0
HoangGiaSCCT,,Khác,0
HoangHac,,OTC,0
HoangLongAn,,OTC,0
HoangThang,,Khác,0
HoBon,,OTC,0
HOMECREDIT,,Khác,0
Honeyboy,,OTC,0
HongDuc,,Khác,0
HongHaAudit,,Khác,0
HongHaInvest,,OTC,0
HongLeong,,Khác,0
HongNam,,OTC,1500000
HOPACO,,OTC,0
HopNhat,,OTC,0
HopThinh,,OTC,0
HOSE,,Khác,0
HPA,,OTC,0
HPAuditing,,Khác,0
HPE,,OTC,0
HPHoatHinhVN,,Khác,0
HPL,Vận tải,OTC,2000000
HPR,Phát triển và quản lý bất động sản,Khác,0
HPRAILCO,,OTC,0
HPS,Nguyên vật liệu,Khác,1565250
HPTourism,,OTC,0
HPU,Hàng tiêu dùng và trang trí,OTC,2000000
HQM,,OTC,32000000
HRG,Hàng tiêu dùng và trang trí,OTC,2650000
HRS,,OTC,7553846
HRT,Vận tải,Khác,80058970
HSAC,,Khác,0
HSBC,,Khác,0
HSC,Dịch vụ tiêu dùng,OTC,0
HSKAudit,,Khác,0
HSSC,,OTC,5000000
HST,Truyền thông và giải trí,OTC,1500000
HT2,Nguyên vật liệu,Khác,88000000
HTB,Tư liệu sản xuất,OTC,1800000
HTCJC2,,OTC,0
HTH,Vận tải,OTC,404400
HTK,Vận tải,OTC,1458710
HTR,Vận tải,OTC,1500700
HTS,,OTC,14000000
HTU,Dịch vụ chuyên biệt và thương mại,OTC,16438382
HTW,Dịch vụ tiện ích,OTC,20400893
HUD,,Khác,0
Hudeco,,OTC,1900000
HUDKienGiang,,Khác,0
Humic,,OTC,0
HungPhu,,OTC,1800000
HuongGiangCIC,,OTC,0
HUTIC,,OTC,0
HuuNghiDaNang,,OTC,0
HuuNghiNgheAn,,OTC,0
HuuToan,,OTC,0
HUX,Nguyên vật liệu,OTC,11338648
HVAC,,Khác,0
HVB,,OTC,0
HVC,Nguyên vật liệu,OTC,6920750
HVCapital,,OTC,0
HVS,,OTC,0
I10,Tư liệu sản xuất,OTC,3500000
IACAudit,,Khác,0
IBFM,,OTC,0
IBN,Truyền thông và giải trí,OTC,1776800
ICJC,,OTC,0
ICL,,OTC,0
ICPC,,OTC,0
IDICOICT,,OTC,0
IDN,Dịch vụ chuyên biệt và thương mại,OTC,1100000
IDPCo,,OTC,0
IETC,,OTC,1614640
IFC,Phân phối và bán lẻ hàng lâu bền,OTC,9000000
IFCVietNam,,Khác,0
IFMC,,OTC,0
IGL,,Khác,0
IKH,Dịch vụ chuyên biệt và thương mại,OTC,1571000
IMEXBINHDINH,,OTC,0
IMMA,,Khác,0
IMT,Phân phối và bán lẻ hàng lâu bền,OTC,3000000
Inconess,,OTC,0
Indeco,,OTC,0
Indovinabank,,Khác,0
INEXIM,,Khác,0
IneximDaklak,,OTC,0
InPhucYen,,OTC,0
InSaiGon,,OTC,0
InSo7,,OTC,2000000
InTaiChinh,,OTC,0
InThongNhat,,OTC,0
InTienGiang,,OTC,0
Intimex,,OTC,0
Intimexco,,OTC,0
InTranPhu,,OTC,0
InVanHoaPham,,OTC,0
INVESTCOM,,OTC,0
INVESTREAL,,OTC,7000000
IPAM,,Khác,0
IPC,,Khác,0
IPH,Dịch vụ chuyên biệt và thương mại,OTC,1000000
IRS,,OTC,13500000
ISC,,OTC,0
ITOAudit,,Khác,0
IVAM,,OTC,11600000
JBC5,,OTC,0
JIVF,,Khác,0
JPMorgan,,Khác,0
JSC,Tư liệu sản xuất,OTC,1550000
JSI,,OTC,4100000
KAFI,,OTC,0
KAL,,OTC,0
KASJSC,,OTC,0
KBE,Truyền thông và giải trí,OTC,1231060
KBT,Nguyên vật liệu,OTC,3001699
KCNBacGiang,,Khác,0
KDF,"Thực phẩm, đồ uống và thuốc lá",Khác,56000000
KGTICJC,,OTC,0
KGU,Dịch vụ tiện ích,OTC,1489573
KHA,Phát triển và quản lý bất động sản,OTC,14120309
KHAFEED,,Khác,0
Khaithacda,,OTC,1000000
KhanhTan,,OTC,0
KHATOCO,,OTC,0
KHB,Nguyên vật liệu,OTC,29075499
KHOANGSAN4,,OTC,0
KhoangSanPhuYen,,OTC,0
KhoangSanSongDa,,OTC,0
KhoaVietTiep,,OTC,0
Kido,,OTC,6900000
KiemNghia,,OTC,0
KienGiangPetro,,OTC,0
KienHungAudit,,Khác,0
KienTrucADC,,OTC,0
KIENTUONG,,Khác,0
Kigitraco,,OTC,4000000
KIGIWI,,OTC,2114600
KimAnh,,OTC,1049980
KimKhiBacThai,,OTC,0
KimLien,,OTC,0
KimOanh,,OTC,0
KimTuThap,,OTC,4000000
KinhDoLand,,OTC,10000000
KIS,,OTC,26364600
KISUCO,,OTC,0
KLM,Nguyên vật liệu,OTC,3885000
KLS,Dịch vụ tài chính,Khác,202500000
KMF,Hàng tiêu dùng và trang trí,Khác,0
KNITEXIM,,OTC,0
KPC,,OTC,0
KPMG,,Khác,0
KRESTON,,Khác,0
KSA,Nguyên vật liệu,OTC,93427360
KSC,"Thực phẩm, đồ uống và thuốc lá",OTC,3739823
KSE,"Thực phẩm, đồ uống và thuốc lá",OTC,1476000
KSG,,OTC,0
KSHCPhuTho,,Khác,0
KSIAudit,,Khác,0
KSK,Nguyên vật liệu,OTC,23888000
KSS,Nguyên vật liệu,OTC,49432500
KTAChau,,Khác,0
KTB,Nguyên vật liệu,OTC,40200000
KTBX,,OTC,0
KTCAudit,,Khác,0
KTMienTrung,,Khác,0
KTQuocgia,,Khác,0
KTSKienGiang,,Khác,0
KTU,Dịch vụ chuyên biệt và thương mại,OTC,1210330
KTV,,Khác,0
KTXaydungVN,,Khác,0
KVAC,,Khác,0
KVS,,OTC,4000000
LacHong,,OTC,0
LamDong,,OTC,0
LamNghiepBD,,Khác,0
LamSankienGiang,,OTC,6393310
LaNga,,OTC,1500000
Lanmak,,OTC,0
LaoDongQuocTe,,OTC,0
LaoVietBank,,Khác,0
Lasotra,,OTC,0
LBC,Phân phối và bán lẻ hàng lâu bền,OTC,1500000
LBMi,,Khác,0
LCO,,OTC,1500000
LCW,Dịch vụ tiện ích,OTC,21586514
LeQuanTech,,Khác,0
Liberty,,OTC,64900000
LibertyInsurance,,Khác,0
LIBREXCO,,Khác,5100000
Licogi16,,OTC,0
Licogi162,,OTC,0
Licogi165,,OTC,0
Licogi169,,OTC,3600000
Lidovit,,OTC,0
LIKSIN,,Khác,0
LilamaHN,,OTC,0
LilamaPhaLai,,OTC,0
LinhGas,,OTC,0
LMR,,OTC,10000000
LOGOS,,Khác,0
LongTho,,OTC,0
LotusIMC,,OTC,0
LPBankI,,Khác,0
LungLo3,,Khác,0
LuongMyPoultry,,OTC,0
LuongSonHoaBinh,,OTC,0
LVC,,OTC,0
LVN,,OTC,0
LVS,,OTC,12500000
LWPC,,Lào,0
LWS,Dịch vụ tiện ích,OTC,17717665
LXS,,Lào,0
LYF,"Thực phẩm, đồ uống và thuốc lá",OTC,300
MAAC,,Khác,0
MAFC,,Khác,0
MAFEQI,,OTC,6511338
MAFPF1,Dịch vụ tài chính,Khác,21409530
MaiDong,,Khác,0
Manulife,,Khác,0
ManulifeAM,,Khác,0
MAX,Nguyên vật liệu,OTC,7200000
MayDongA,,OTC,3650000
MayLongAn,,OTC,0
MayPhuongDong,,OTC,0
MaySaiGon2,,OTC,0
MaySaiGon3,,OTC,0
MayThangLong,,OTC,2330670
MayVietThang,,OTC,1600000
MayVietThinh,,OTC,26000000
Mazars,,Khác,0
MBAgeasLife,,Khác,0
MBCapital,,OTC,0
MBEF1,,Khác,0
MBKE,,Khác,20000000
MBVF,,OTC,11907937
MC3,Nguyên vật liệu,OTC,3500000
Mccons,,OTC,3510000
MCD,Dịch vụ tiện ích,OTC,332019
MCI,Tư liệu sản xuất,OTC,3500000
MCJ,,OTC,5000000
MCL,Nguyên vật liệu,OTC,2220000
MCS,,OTC,3500000
MCT,Nguyên vật liệu,OTC,2500000
MCV,Tư liệu sản xuất,OTC,12092161
MDB,,Khác,375000000
MDFVINAFOR,,Khác,0
MDN,Hàng tiêu dùng và trang trí,OTC,10935584
MDT,Tư liệu sản xuất,OTC,1510000
MEBI,,OTC,0
MECO,,OTC,0
Medico,,OTC,0
Mediplast,,OTC,0
MEG,Hàng tiêu dùng và trang trí,OTC,44000000
MekongCapital,,Khác,0
MEKONIMEX,,OTC,0
MHAuditing,,Khác,0
MHB,,Khác,306215200
MHBS,,OTC,14000000
MHDAudit,,Khác,0
MHP,Dịch vụ chuyên biệt và thương mại,OTC,3583140
MHY,Dịch vụ chuyên biệt và thương mại,OTC,31800
MiaDuongBenTre,,OTC,0
MiaDuongNongCong,,OTC,0
MiaDuongSonDuong,,OTC,0
MienTrung,,OTC,0
MIH,Nguyên vật liệu,OTC,4000000
MINEXCO,,OTC,0
MinhPhuc,,OTC,4757770
MinhVietCapital,,OTC,0
MiraeAsset,,Khác,0
MIREX,,OTC,0
MIWACO,,OTC,0
MJC,Phân phối và bán lẻ hàng lâu bền,OTC,1596620
MKT,Hàng tiêu dùng và trang trí,OTC,3200000
MLG,,OTC,70716427
MLN,Vận tải,Khác,48625332
MMC,Nguyên vật liệu,Khác,3160000
MNC,Vận tải,Khác,9279261
MobiFone,,Khác,0
MOBITECHS,,OTC,0
MotorVN,,OTC,37500000
MSC,Phân phối và bán lẻ hàng lâu bền,OTC,22500000
MSGS,,Khác,30000000
MSI,,OTC,0
MTJ,,OTC,4500000
MTM,Nguyên vật liệu,OTC,31000000
MVY,Dịch vụ chuyên biệt và thương mại,OTC,5969946
MXC,Nguyên vật liệu,OTC,700938
MyKhe,,OTC,0
MyPhamSG,,OTC,0
MZG,Nguyên vật liệu,OTC,0
Nakydaco,,OTC,4310000
NamChien,,OTC,0
NAMCO,,OTC,0
NamKhang,,OTC,8300000
NamMuc,,OTC,0
NamThi,,OTC,0
NamTrieu,,OTC,0
NamVietOil,,OTC,0
Natraco,,OTC,0
NBN,,OTC,0
NBR,Vận tải,OTC,1806000
NBS,Vận tải,OTC,3153200
NCP,Dịch vụ tiện ích,Khác,196980622
NgocHy,,OTC,0
NgocTung,,OTC,0
NgoVietNam,,OTC,0
NhaBeTech,,OTC,0
NHACANTHO,,Khác,0
NhanLuc,,OTC,0
NhaSaiGon,,OTC,0
NhatMinhAudit,,Khác,0
NhatNam,,OTC,0
NHDulieu,,Khác,0
NhietDienMienBac,,OTC,0
NHN,Phát triển và quản lý bất động sản,OTC,200000000
NhoQue1,,OTC,0
NHS,"Thực phẩm, đồ uống và thuốc lá",OTC,60750000
NHSV,,Khác,0
NhuNgoc,,OTC,0
NHW,Chất bán dẫn và thiết bị bán dẫn,OTC,22950627
NIC,,OTC,0
Nicotex,,Khác,0
NinhBac,,OTC,0
NIS,Dịch vụ viễn thông,OTC,3000000
NISACO,,OTC,0
NKD,"Thực phẩm, đồ uống và thuốc lá",Khác,15124213
NLC,Dịch vụ tiện ích,Khác,5000000
NMK,Tư liệu sản xuất,OTC,2700000
NNB,Dịch vụ tiện ích,OTC,15080000
NNG,Nguyên vật liệu,OTC,81570988
NNQ,Dịch vụ chuyên biệt và thương mại,OTC,1281303
NoiHoiVN,,OTC,0
NongSanNinhThuan,,OTC,0
NovaGroup,,OTC,0
NPH,Dịch vụ tiêu dùng,OTC,2000000
NPS,Hàng tiêu dùng và trang trí,OTC,2170000
NS3,Dịch vụ tiện ích,OTC,7919999
NSCTech,,OTC,4000000
NSI,,OTC,5000000
NSN,Tư liệu sản xuất,OTC,2959314
NSP,Nguyên vật liệu,OTC,5000000
NTR,Vận tải,OTC,1492000
NTS,,OTC,2000000
NuiPhao,,Khác,0
Nuocdathuysan,,OTC,0
NuocQuangNam,,OTC,21600000
NuocSachLaoCai,,Khác,0
Nutifood,,OTC,0
NVC,Phân phối và bán lẻ hàng lâu bền,OTC,16000000
NVN,Phát triển và quản lý bất động sản,OTC,10656800
NVS,,OTC,3500000
Oceanbank,,Khác,0
OLC,,OTC,0
OMC,,OTC,0
ORC,,OTC,0
OSC,,OTC,13500000
OSCVN,,OTC,0
Oseven,,OTC,111600000
OTG,,OTC,0
OtoTienGiang,,OTC,0
PacificAudit,,Khác,0
PACKEXIM,,OTC,0
Packsimex,,OTC,0
PACO,,Khác,0
PAMCO,,OTC,0
PBK,Dịch vụ tiện ích,OTC,8642300
PDAC,,Khác,0
PDT,Phân phối và bán lẻ hàng lâu bền,OTC,773526
PeaceTour,,OTC,0
PetroKienGiang,,OTC,0
PETROMAT,,OTC,0
PETROMEKONG,,OTC,0
PetroTrade,,Lào,235000000
PetroVietnam,,Khác,0
PFH,,OTC,0
PFI,,OTC,0
PFV,Phát triển và quản lý bất động sản,Khác,60000000
PhanPhoiVietnam,,OTC,0
PhanVu,,OTC,15000000
PHFM,,OTC,0
PhimGiaiPhong,,OTC,0
PhimThienNgan,,OTC,0
PHT,Nguyên vật liệu,Khác,21440030
PhuDat,,OTC,43000000
PhuHung,,OTC,30000000
PhuHungLife,,Khác,0
PhuLong,,OTC,0
PHUMYOIL,,OTC,0
PhuongNamSF,,OTC,0
PhuongTrang,,OTC,0
PhuQuoc,,OTC,0
PhuTung,,OTC,0
PIDIC,,OTC,0
Pisico,,OTC,0
PisicoDongAn,,OTC,0
PKR,Vận tải,OTC,2000000
PME,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,0
PMM,,OTC,2396640
PNB,,Khác,321247998
PNS,,OTC,0
PNTAudit,,Khác,0
Porycoast,,OTC,0
POTRACO,,OTC,4700000
PPAP,,Campuchia,0
PPG,Hàng tiêu dùng và trang trí,OTC,7342500
PPSP,,Campuchia,0
PPWSA,,Campuchia,86973162
Prevoir,,Khác,0
Proconco,,OTC,0
PROMEXCO,,OTC,5000000
PRUBF1,Dịch vụ tài chính,Khác,50000000
Prudential,,Khác,0
PTF,,Khác,0
PTHTKCNThaiNguyen,,OTC,0
PTICC,,OTC,0
PTK,Nguyên vật liệu,OTC,21600000
PTM,Phân phối và bán lẻ hàng lâu bền,OTC,4200000
PTN,Phát triển và quản lý bất động sản,OTC,5801924
PVCI,,OTC,0
PVCME,,OTC,50000000
PVcomBank,,OTC,0
PVEIC,,OTC,0
PVF,Dịch vụ tài chính,Khác,600000000
PVFCCapital,,OTC,0
PVIASSET,,OTC,0
PVID,,OTC,0
PVQuangNinh,,OTC,0
PVSH,,OTC,44697200
PVST,,OTC,10000000
PVThaiNguyen,,OTC,0
PWC,,Khác,0
PXH,,OTC,30000000
PXK,,OTC,15000000
PYU,Dịch vụ chuyên biệt và thương mại,OTC,2073985
QBR,Vận tải,OTC,1760500
QCAudit,,Khác,0
QLD,Tư liệu sản xuất,OTC,1207400
QLT,Vận tải,OTC,1500000
QNAASC,,Khác,0
QNSC,,OTC,0
QuangMinh,,Khác,0
QuangtruongQT,,OTC,0
QuyDauTuVN,,OTC,0
QuyVCBF,,OTC,0
QuyVietCat,,OTC,0
QVA,,Khác,0
RauQua1,,OTC,1980000
RECO,,OTC,0
REM,Tư liệu sản xuất,OTC,1148600
REN,,OTC,2818032
RES10,,OTC,0
RESCO8,,OTC,0
RESCONHA,,Khác,0
RGC,Truyền thông và giải trí,OTC,89123600
RHC,Dịch vụ tiện ích,Khác,5120000
RHN,Tư liệu sản xuất,OTC,1509900
Ricons,,OTC,0
RLC,Tư liệu sản xuất,OTC,1138689
ROS,Tư liệu sản xuất,OTC,567598121
RoyalVN,,Khác,0
RTH,Tư liệu sản xuất,OTC,2085900
RTS,Vận tải,OTC,1083333
RUID,,OTC,0
RUSCO,,OTC,0
RYG,Tư liệu sản xuất,OTC,0
S33,"Thực phẩm, đồ uống và thuốc lá",OTC,8331409
S64,Tư liệu sản xuất,Khác,2000000
S91,Tư liệu sản xuất,Khác,2940000
SAAC,,Khác,0
SabecoMienDong,,OTC,0
SabecoNTB,,OTC,0
SabecoSongHau,,OTC,0
SabecoTayNguyen,,OTC,0
SachBinhDuong,,OTC,1000000
SachHoaBinh,,OTC,1000000
SachThanhHoa,,OTC,1050000
Sadaco,,OTC,0
SAGEL,,OTC,0
SAGRI,,Khác,0
Saicom,,OTC,0
SAIGON5,,OTC,0
SaiGonAir,,OTC,0
SaiGonART,,OTC,0
SaiGonAuditing,,Khác,0
SaiGonCapital,,OTC,4380000
SAIGONIPD,,Khác,0
SaiGonNinhChu,,OTC,6900000
Saigontourist,,OTC,0
SaiGonXanh,,OTC,30000000
SAMCO,,Khác,0
SamSet,,OTC,0
SanglapAchau,,Khác,0
SaoViet,,Khác,0
Sapasco,,OTC,0
SATICO,,Khác,0
SATRA,,Khác,0
SatraTayNam,,Khác,0
SBBS,,OTC,30000000
SBC,Vận tải,OTC,8000000
SBF,,Khác,0
SBF1,,Khác,0
SCA,"Thực phẩm, đồ uống và thuốc lá",OTC,2076000
SCB,,OTC,0
SCCV,,OTC,0
SCFC,,OTC,0
SCH,Dịch vụ tiện ích,OTC,15000000
SCIC,,Khác,0
SCJSC,,OTC,0
SCV,"Thực phẩm, đồ uống và thuốc lá",OTC,1279392
SDBP,,OTC,7000000
SDE,Tư liệu sản xuất,OTC,1751092
SDF,Dịch vụ tài chính,Khác,68600000
SDH,Tư liệu sản xuất,OTC,20950000
SDI,Phát triển và quản lý bất động sản,Khác,119995800
SDL,,OTC,0
SDNT,,OTC,0
SDS,Tư liệu sản xuất,OTC,0
SeafoodF17,,OTC,0
SeASecurities,,OTC,50000000
SEC,"Thực phẩm, đồ uống và thuốc lá",Khác,38999876
SEL,Tư liệu sản xuất,Khác,5000000
Serrano,,OTC,5300000
SFA1,,Khác,0
SFA2,,Khác,0
SFT,Phần mềm và dịch vụ,OTC,3000000
SGAudit,,Khác,0
SGCLInresco,,OTC,0
SGDiamond,,OTC,0
SGIC,,OTC,0
SGNAudit,,Khác,0
SGO,"Thực phẩm, đồ uống và thuốc lá",OTC,20000000
SGPC,,OTC,0
SHBFinance,,Khác,0
SHBS,,OTC,15000000
SHF,,Khác,0
SHINEC,,OTC,1500000
Shinhan,,Khác,0
ShinhanFi,,Khác,0
Shinhanvina,,Khác,0
SHL,,OTC,3000000
SHV,"Thực phẩm, đồ uống và thuốc lá",OTC,6263720
SHX,Vận tải,OTC,1720000
SIC,Phát triển và quản lý bất động sản,OTC,23999270
Sihanoukville,,Campuchia,0
SJCG,,OTC,0
SJCS,,OTC,0
SJF,Nguyên vật liệu,OTC,79200000
SKS,Tư liệu sản xuất,Khác,4500000
SLC,Dịch vụ chuyên biệt và thương mại,OTC,9200000
SLD,,OTC,0
Smartlink,,OTC,0
SME,Dịch vụ tài chính,OTC,22500000
SMEC,,OTC,7000000
SMVC,Tư liệu sản xuất,OTC,0
SNG,Tư liệu sản xuất,Khác,4663060
SocTrang,,OTC,0
SoiTraLy,,OTC,0
SON,Dịch vụ chuyên biệt và thương mại,OTC,9729930
Sonacon,,OTC,0
SonBachTuyet,,OTC,0
SonChatDeo,,OTC,0
SongDa,,OTC,0
SongDa109,,OTC,1550000
SongDa17,,OTC,0
SongDaHoangLien,,OTC,0
SongHau,,OTC,0
SongHong,,OTC,0
SonlaUrenco,,Khác,0
SonTra,,OTC,0
SOSAL,,OTC,0
SOV,Bán lẻ thực phẩm và nhu yếu phẩm,OTC,1914900
Sovico,,OTC,0
SPA,Nguyên vật liệu,OTC,8500000
SPP,Nguyên vật liệu,OTC,25120000
SPS,,OTC,0
SPT,,OTC,0
SPTAudit,,Khác,0
SRT,Vận tải,Khác,50310000
SSAudit,,Khác,0
SSGGroup,,OTC,55000000
SSIAM,,Khác,9800000
SSIIMF,,Khác,0
SSISCA,,OTC,11192242
SSIVF,,Khác,0
SSS,Tư liệu sản xuất,Khác,2500000
SST,"Thực phẩm, đồ uống và thuốc lá",OTC,4000000
SSU,Dịch vụ tiện ích,OTC,2500000
SSV,,Khác,0
StandardAudit,,Khác,0
StandardChartered,,Khác,0
STD,"Thực phẩm, đồ uống và thuốc lá",OTC,20000000
STI,,OTC,37500000
STJ,,OTC,4200000
STSC,,OTC,31871000
STU,Dịch vụ chuyên biệt và thương mại,OTC,1876000
STV,Nguyên vật liệu,OTC,11000000
SUM,Dịch vụ chuyên biệt và thương mại,OTC,2380000
SunCapital,,OTC,0
SunCo,,OTC,0
SunGroup,,OTC,0
SunLifeVN,,Khác,0
SuThanhHa,,OTC,0
SVJ,,OTC,14515192
SVL,,OTC,3270858
SVS,Dịch vụ tài chính,Khác,0
SZA,,OTC,0
T12,Phân phối và bán lẻ hàng lâu bền,OTC,54000000
TA3,Tư liệu sản xuất,OTC,2309908
TAC,"Thực phẩm, đồ uống và thuốc lá",OTC,33879648
TAFiCO,,OTC,0
TAFM,,OTC,0
TAG,Phân phối và bán lẻ hàng lâu bền,OTC,24914991
TAHUE,,OTC,0
TaiChinhBIDV,,OTC,0
TamViet,,Khác,0
TanHung,,OTC,50000000
TANISUGAR,,OTC,0
TanLam,,OTC,1100000
TanMai,,OTC,78074927
TanManh,,Khác,0
TanPhat,,OTC,12000000
TanTan,,OTC,0
TanThanhMy,,OTC,2900000
TanTien,,OTC,9671100
TAP,Dịch vụ tiện ích,OTC,1416700
TAPIOCA,,OTC,0
TapPham,,OTC,0
TapPhamSG,,OTC,0
TARCO,,OTC,0
TARUCO,,Khác,0
TAS,Dịch vụ tài chính,OTC,13900000
TauBienHP,,OTC,0
TauCuoc,,OTC,0
TayHo,,OTC,9000000
TayHoHousing,,OTC,0
TayHoQP,,OTC,0
TayNinh,,OTC,0
TBN,Dịch vụ tiện ích,OTC,4417592
TC6,Năng lượng,Khác,32496105
TCAM,,OTC,0
TCBS,,Khác,30000000
TCS,Năng lượng,Khác,26846773
TCVN,,Khác,0
TDA,Nguyên vật liệu,OTC,2950000
TDAuditing,,Khác,0
TDCorp,,OTC,2500000
TDI,Tư liệu sản xuất,OTC,3000000
TDLA,,OTC,0
TDN,Năng lượng,Khác,29439097
TEC,Dịch vụ tiêu dùng,OTC,1660340
TechcomCapital,,Khác,0
TechGen,,OTC,0
Tecserco,,OTC,1998000
TediSouth,,OTC,0
TEKCAST,,OTC,0
TelecomCambodia,,Campuchia,0
THA,Tư liệu sản xuất,OTC,250000000
ThachBan,,OTC,0
ThaiHoaCapNuoc,,Khác,0
ThangLong,,Khác,0
ThangLong9,,OTC,0
ThangLongAudit,,Khác,0
ThangLongGTC,,OTC,0
ThangLongTSC,,OTC,0
ThanhBinh,,OTC,0
ThanhCong,,OTC,0
ThanhHoaAudit,,Khác,0
ThanhHoaPort,,OTC,0
ThanhLe,,OTC,0
ThanhMinhNhat,,Khác,0
ThanhNienMedia,,OTC,0
ThanhThanhCong,,OTC,0
ThanVinacomin,,Khác,0
ThaoNguyenXanh,,Khác,0
ThepDinhVu,,OTC,0
ThepNinhBinh,,OTC,0
ThepSongHong,,OTC,0
ThepTanThuan,,OTC,0
ThepVanLoi,,OTC,0
ThethaoHanoi,,OTC,0
THI,Tư liệu sản xuất,OTC,48800000
ThienHoa,,OTC,20000000
ThienHuong,,OTC,0
ThienKim,,OTC,0
ThienVietAudit,,Khác,0
ThietBiThuyLoi,,OTC,2017060
Thikeco,,OTC,0
ThinhLiet,,OTC,0
THMilk,,OTC,0
ThongTinEIS,,OTC,0
THR,Vận tải,OTC,1688860
ThuanAn,,OTC,0
ThuDo,,Khác,0
ThuThiemDIC,,OTC,0
ThuychungAudit,,Khác,0
ThuyLoiDienBien,,Khác,0
ThuySanKienGiang,,OTC,0
THV,"Thực phẩm, đồ uống và thuốc lá",OTC,0
TIC,Dịch vụ tiện ích,Khác,24656988
Tico,,OTC,0
TIIDC,,Khác,0
TIKI,,Khác,0
TinHieu,,OTC,0
TinHoang,,OTC,11016286
TinNghiaBank,,Khác,458800000
TinNghiaPetro,,OTC,21343760
Titco,,OTC,1245150
TKR,,OTC,0
TKSC,,OTC,15000000
TKTAudit,,Khác,0
TLC,Dịch vụ viễn thông,OTC,0
TLCF,,OTC,0
TLG6,,OTC,0
TLMECO,,OTC,2057921
TMD,,OTC,4513859
TMDTKH,,Khác,0
TMMNThanhHoa,,OTC,0
TMPhuongDong,,OTC,0
TMQN,,OTC,0
TMXDDongDuong,,Khác,0
TND,Năng lượng,Khác,16000000
TNV,Hàng tiêu dùng và trang trí,Khác,0
TNY,Tư liệu sản xuất,OTC,3000000
ToanCau,,OTC,0
ToanThinhPhat,,OTC,30000000
Todimax,,OTC,0
TourismHCM,,OTC,0
TPF,,OTC,0
TraBac,,OTC,3284988
TRACIMEXCO,,OTC,0
Tracomeco,,OTC,0
TRANCINWA,,Khác,0
TrangAn,,OTC,0
TranPhu,,OTC,0
TRI,"Thực phẩm, đồ uống và thuốc lá",OTC,27548360
TRICO,,OTC,8000000
TrieuAn,,OTC,49000000
TriThucDoanhNghiep,,OTC,0
TriThucViet,,Khác,0
TriTue,,Khác,0
TrungNguyenInvest,,OTC,0
TrungTinDuc,,Khác,0
TruongSon,,OTC,0
TruongSonJSC,,OTC,3500000
TruongThanhAudit,,Khác,0
TruongThinhICC,,Khác,0
TS5,Tư liệu sản xuất,OTC,314122
TSM,Nguyên vật liệu,OTC,2936140
TSS,,OTC,4100000
TTCExpress,,OTC,0
TTJ,"Thực phẩm, đồ uống và thuốc lá",OTC,3000000
TTR,"Thực phẩm, đồ uống và thuốc lá",OTC,1993393
TTV,Vận tải,OTC,1313800
TuvanAPEC,,Khác,0
TuyPhuoc,,OTC,0
TVAC,,Khác,0
TVAM,,OTC,12500000
TVFC,,OTC,0
TVI,,OTC,0
TVMC,,Khác,0
TVP,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,29493529
TVSI,,OTC,500000000
TVU,Dịch vụ tiện ích,OTC,1750000
TVW,Dịch vụ tiện ích,OTC,14597860
UAMC,,OTC,0
UHY,,Khác,0
UIAudit,,Khác,0
UICVN,,Khác,0
Unicons,,Khác,0
UnimexHanoi,,Khác,0
UNISTARS,,Khác,0
UOBAM,,OTC,0
UOBBank,,Khác,0
Upexim,,OTC,4000000
USCInterco,,Khác,0
UXC,,OTC,19500000
V45,,OTC,7970000
VAAC,,Khác,0
VAC,,Khác,0
VACA,,Khác,0
VACO,,Khác,0
VACPA,,Khác,0
VAE,,Khác,0
Vafaco,,Khác,0
VanDiem,,OTC,0
VangAgribank,,OTC,0
VangBacNJC,,OTC,0
VanPhucGia,,OTC,5000000
VanTaiThuy3,,OTC,1900000
VanTuong,,Khác,0
VASC,,OTC,8200000
VASS,,OTC,0
VAT,Dịch vụ chuyên biệt và thương mại,OTC,4612953
Vatuco378,,Khác,0
VBI,,Khác,0
VBSP,,Khác,0
VCAMBF,,OTC,5431408
VCBF,,Khác,0
VCBS,,Khác,70000000
VCFC,,OTC,60000000
VCH,Tư liệu sản xuất,OTC,0
VCHF,,Khác,0
VCN,,OTC,6000000
VCPA,,Khác,0
VCTN,,OTC,0
VCV,Vận tải,OTC,11007183
VDAC,,Khác,0
